id	speaker	time	turn-index	utterance	annotations
iri1905	S		5	mr. president...	T,X,X,X, O,O,O,X,O,O,X,T,O,O,O,X,X,X,X,X,X,O,X,T,X,T,T,T,T,T, 
iri1906	U		6	yes?	
iri1907	S		7	he was rex rexroth is personal attorney.	T,T,X,X, X,X,X,X,X,O,O,O,T,O,X,O,X,X,X,X,X,O,O,O,O,O,O,O,O,O, 
iri1908	U		8	i did not know that, was this like a part-time job for him?	
iri1909	S		9	you did your part.	T,X,X,X, T,T,X,X,O,O,O,O,T,O,O,X,X,X,X,X,X,O,O,O,O,O,O,O,O,O, 
iri1910	U		10	i tried.	
iri1911	S		11	fucking pervert.	O,O,O,O,O,O,O,O,O,T,O,O,O,O,T,O,O,O,O,O,O,O, O,O,O,O,T,O,O,O, 
iri1912	U		12	damn it turns me on when you talk dirty	
iri1913	S		13	my dirty talk sucks?	X,O,O,X,T,O,X,O,T,T,O,O,T,O,T,T,T,O,O,O,T,O, X,O,T,T,O,O,O,O, 
iri1914	U		14	no it is great	
iri1915	S		15	i will tape it for you.	X,O,O,X,O,O,X,X,T,O,O,O,X,T,T,T,T,O,O,X,O,O, T,O,T,O,T,T,O,O, 
iri1916	U		16	yes please, i would love that	
iri1917	S		17	good. i think you are an asshole. no, let me correct that...	X,X,O,X,O,T,X,X,O,O,T,T,X,T,T,T,X,O,O,X,O,T, X,T,O,T,X,X,X,O, 
iri1918	U		18	that is kinda harsh	
iri1919	S		19	there kinda was.	X,T,O,X,O,X,X,X,O,T,T,T,T,X,O,O,X,O,O,X,T,X, X,O,X,T,T,X,O,T, 
iri1920	U		0	hi alex	
iri1921	S		1	excuse me.	X,X,O,X,T,X,X,X,X,T,X,X,X,X,T,X,X,X,T,X,X,X, X,O,T,X,O,X,X,O, 
iri1922	U		2	yes?	
iri1923	S		3	i need to ask you something.	X,T,T,O,T,T,X,X,T,T,X,X,X,O,T,O,T,T,O,X,O,X, T,O,O,O,O,X,X,T, 
iri1924	U		4	tell me	
iri1925	S		5	i heard you, i heard you.	X,O,T,T,X,T,X,X,O,T,X,O,T,O,T,O,T,T,T,X,T,X, X,O,T,T,T,X,T,T, 
iri1926	U		6	what did you want to ask me?	
iri1927	S		7	oh, you gonna make me say it.	X,O,O,T,O,T,X,X,X,T,X,O,X,T,T,T,X,T,X,X,X,X, X,T,X,T,T,X,O,T, 
iri1928	U		8	yes, ask me	
iri1929	S		9	no.	X,O,O,X,O,T,X,X,X,O,X,T,X,X,T,X,X,T,T,X,X,X, X,T,T,X,O,X,X,T, 
iri1930	U		10	ok	
iri1931	S		11	it is so good to hear your voice. i love you, princess. i really do.	O,T,T,O,O,X,O,X,X,T,O,X,T,O,T,O,X,O,T,T,O,T,X,X,O,T, T,T,T,O, 
iri1932	U		12	what are you talking about?	
iri1933	S		13	cad. i can spot one a mile away.  i shall escort you out myself.	O,O,O,O,O,X,T,T,T,O,O,O,O,O,O,O,O,O,O,X,T,O,T,O,O,T, O,O,O,T, 
iri1934	U		14	huh?	
iri1935	S		15	you should not be carrying that heavy bag. i will take it.	X,X,T,O,O,X,T,O,X,X,O,T,T,T,T,X,X,O,X,X,O,T,T,X,T,T, T,T,X,O, 
iri1936	U		16	i am not carrying any bags	
iri1937	S		17	you were just carrying that guy, anyway.	X,X,T,O,T,X,O,X,X,X,X,T,T,T,T,T,X,O,X,X,O,X,X,X,X,X, X,T,T,X, 
iri1938	U		18	what guy?	
iri1939	S		19	the guy, the secret guy.	X,O,X,O,T,X,X,X,X,X,X,T,T,T,X,X,X,O,X,X,O,X,T,X,X,T, X,X,T,X, 
iri1940	U		0	hi alex, sorry for logging out before	
iri1941	S		1	what?	X,T,T,O,O,X,O,T,X,X,X,X,T,T,T,T,T,O,T,X,O,X,X,X,X,T, X,X,O,X, 
iri1942	U		2	my connection was closed	
iri1943	S		3	hey, what the hell?	X,X,X,O,X,X,T,X,X,X,X,X,T,X,T,X,X,O,X,X,O,X,X,X,X,X, X,T,O,X, 
iri1944	U		4	strange, yeah?	
iri1945	S		5	we did not do anything to own that land.	X,T,T,T,X,X,T,T,T,X,X,X,T,X,T,T,X,O,X,X,T,X,X,X,T,X, T,X,T,X, 
iri1946	U		6	which land?	
iri1947	S		7	which is?	X,X,X,O,O,T,O,X,X,X,X,X,T,T,O,X,X,O,X,X,O,X,T,X,X,T, X,T,T,X, 
iri1948	U		8	i do not know.	
iri1949	S		9	i think it is totally weak.	X,X,X,O,O,X,O,X,X,X,X,X,O,T,T,X,X,O,X,X,O,X,T,X,X,X, X,T,O,T, 
iri1950	U		10	may be. and how is everything?	
iri1951	S		11	what?	
iri1952	U		12	sorry	
iri1953	S		13	it is okay.	
iri1954	U		14	tell me how are you then	
iri1955	S		15	i feel bad telling you this.	
iri1956	U		16	what?	
iri1957	S		17	what did you order?	
iri1958	U		18	i do not know. let me think about that	
iri1959	S		19	i am serious. dude, you are the big shot here. you are the king of...	
iri1960	U		0	hi, can you help me with a reservation?	
iri1961	S		1	i can help with that.	
iri1962	U		2	i want to book a table by the balcony for six people tonight at 8pm	
iri1963	S		3	 wouldtonight, would  amaria, would the balcony scene.	
iri1964	U		4	oh, i was thinking on the sunset views at whaykikila beach	
iri1965	S		5	sure. how about the beach?	
iri1966	U		6	so, can i get my reservation number?	
iri1967	S		7	you want my number?	
iri1968	U		8	well, i need a confirmation number for this booking	
iri1969	S		9	here is my number.	
iri1970	U		10	ok, ???	
iri1971	S		11	hide your laptop here.	
iri1972	U		12	sorry, what is the number	
iri1973	S		13	actually... i do not have any idea!!!	
iri1974	U		14	can you call the manager???	
iri1975	S		15	deal.	
iri1976	U		16	i want to complain	
iri1977	S		17	we got a lot to talk about.	
iri1978	U		18	by the way, is this the fetucini porccini mamamia pizzeria?	
iri1979	S		19	why is that, by the way?	
iri1980	U		0	hi alex, nice to see you again	
iri1981	S		1	danny, the president told me about how you two met.	
iri1982	U		2	really? yes, it was an interesting meeting	
iri1983	S		3	i see... interesting...	
iri1984	U		4	i was giving a talk and he was attending the session	
iri1985	S		5	excuse me! i am in a session here.	
iri1986	U		6	what kind of session?	
iri1987	S		7	kind of.	
iri1988	U		8	ok, so, we can continue chatting later if you prefer	
iri1989	S		9	all the while laughing...	
iri1990	U		10	so, nothing seriuos	
iri1991	S		11	then why do you hate me so much?	
iri1992	U		12	i do not hate you	
iri1993	S		13	fuck, if i do not get to kill someone soon...	
iri1994	U		14	i just do not like your bad wordings	
iri1995	S		15	i am fine.	
iri1996	U		16	but i am not	
iri1997	S		17	having a kid changes everything. i mean...	
iri1998	U		18	of course, you should have one and see how your vocabulary becomes cleaner	
iri1999	S		19	so how was that new pool cleaner?	
